fid,fname,fruntime,certificate,fbudget,fopening,fcumlative,fGross,fimdb_rating,fimdb_votes,fimd,fdirector,fwriter,flocation,fproduction,fassistant_directors,fcinematographers,fcomposers,feditors,fproducer,fenglish,fmulti_lang,fus,fmulti_country,fcomedy,fadult,fdocumentary,fmystery,fadventure,fbiography,fshort,fnews,fthriller,ffamily,fhistory,fcrime,fhorror,ftalk-show,fwar,fgame-show,freality-tv,fwestern,faction,fmusical,fsport,fmusic,fanimation,fromance,fsci-fi,ffantasy,fdrama,act1,act2,actW,nominated,Won,month,year
tt1616128,Never Escape,74.0,UNRATED,5000,,,,5.9,14.0,0.5599999999999999,0.0,0.0,,other,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0,0.0,,,,2007
tt1561388,Burn Out the Day,88.0,NC-17,,,,,4.5,11.0,0.45,0.0,0.0,USA,other,0.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0.0,0.0,,,Dec,2010
tt1612239,Ascot Alley,78.0,,,,,,,,,0.0,0.0,,other,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,,,2007
tt1814886,The Fighter's Ballad,99.0,R,6000000,,,,7.8,32.0,0.77,0.0,0.0,UK,other,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,,Jun,2012
tt2926228,A Boy's Sister,103.0,,,,,,6.8,29.0,0.65,0.0,0.0,,other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,,Jan,2013
tt1700263,My New Life,80.0,,2500000,,,,5.1,24.0,0.58,0.0,0.0,,other,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,,2007
tt1651100,The Estates,48.0,PG-13,25000,,,,,,,0.0,0.0,,other,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,,Mar,2010
tt1730298,M.O.B Finance,50.0,,100000,,,,,,,0.0,0.0,,other,0.0,0.0,0.0,2.5,0.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,,2007
tt6419330,2008 Seotaiji Symphony Encore,,,,,5974,,,,,0.0,0.0,South Korea,other,0.0,0.0,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,Sep,2010
tt6447476,Seotaiji Band Live Tour,,,,,221879,,,,,0.0,0.0,South Korea,other,0.0,0.0,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,May,2010
tt3654190,Gundairaj,,,,,,,,,,0.0,0.0,India,other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,Feb,2010
tt6450166,St.,,,,,28208,,,,,0.0,0.0,South Korea,other,0.0,0.0,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,Dec,2010
tt1595639,Deranged High,92.0,Unrated,,,,,8.3,17.0,0.8300000000000001,0.0,0.0,,other,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,Mar,2010
tt1672847,Tanah air beta,,,,,,,8.0,36.0,0.8,0.0,0.5,Indonesia,other,0.0,0.0,0.0,0.0,1.5,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,,Jun,2010
tt1600723,Le temps de la kermesse est terminé,100.0,,,,,,6.0,21.0,0.6,0.0,0.0,France,other,0.0,1.0,0.5,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,2.0,,,Mar,2010
tt2403292,The Homophobia Project,67.0,,GBP12000,,,,,,,0.0,0.0,UK,other,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,,Jan,2010
tt1845810,Kuklalar,85.0,,,,,,8.5,37.0,0.8,0.0,0.5,,other,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,,Jul,2010
tt1792043,Corn Stalk,49.0,,CAD10000,,,,,,,0.0,0.0,,other,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,Dec,2010
tt1600444,S.R.O.,71.0,,,,,,,,,0.0,0.0,Philippines,other,0.0,3.5,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0,0.0,2.0,,,Feb,2010
tt1697696,Project Nine,75.0,,,,,"$187,540",2.4,17.0,0.29,0.0,0.0,USA,other,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,0.0,0.0,,,May,2010
tt1796433,Cities of Clouds and Sand,80.0,,EUR80000,,,,4.2,5,0.42000000000000004,0.0,0.0,,other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0.0,0.0,,,Jun,2010
tt1679594,Imani,82.0,,180000,,,,6.4,17.0,0.55,0.0,0.0,,other,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,,Jan,2011
tt1639312,24 Hrs,95.0,,,,,,6.6,27.0,0.67,0.0,0.0,India,other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,Jun,2010
tt2198592,The Speed: Do or Die,151.0,,,,,,5.9,260.0,0.63,0.0,0.0,Bangladesh,other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,,2007
tt0437462,"Cargo, les hommes perdus.",93.0,,,,,,5.6,5.0,,0.0,5.0,France,other,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,,,Aug,2010
tt1479665,18 cigarrillos y medio,,,300000,,,,7.3,21.0,0.72,0.0,0.0,,other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,Apr,2011
tt1726076,Selimut berdarah,90.0,,,,,,4.6,5.0,0.37,0.0,0.0,Indonesia,other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,Jul,2010
tt1906474,The Devil's Window,76.0,NOT RATED,,,,,5.3,7.0,0.58,0.0,0.0,,other,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,,,,2007
tt1561361,"Bang, Bang! An American Horror Movie",50.0,,400,,,,4.5,12.0,0.45,0.0,0.0,,other,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,,2007
tt1756731,Sigmund Fried Laser Light Show Rock-u-mentary,71.0,,300000,,,,,,,0.0,0.0,,other,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,,,,2007
tt2316389,Ai no ejiki: Onna kyôshi Haruka no kokuhaku,71.0,,,,,,5.8,5.0,,0.0,0.0,,other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,Dec,2010
tt1670390,Gore-e-ography: The Making of Death Harmony,93.0,,,,,,4.4,21.0,0.45,0.0,0.0,,other,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,,,Oct,2010
tt1446815,8 Dates with Paul,77.0,,CAD20000,,,,7.6,5.0,,0.0,0.0,Canada,other,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,,,May,2010
tt1571210,Länger leben,98.0,,,,,,6.4,28.0,0.62,0.0,0.0,,other,0.5,0.0,0.0,0.0,0.5,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,Nov,2010
tt1701973,The Paranormal Disappearance of Ailyn Jesick,74.0,,,,,,4.5,13.0,0.51,0.0,0.0,,other,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,,,2007
tt1671680,Passion Love Beauty,91.0,,,,,,1.7,6,0.16999999999999998,0.0,0.0,,other,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,,,2007
tt1781889,Presence of Darkness,91.0,,5000,,,,7.4,5.0,0.5599999999999999,0.0,0.0,,other,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,Aug,2010
tt7020238,Lukochurii,117.0,,,,,,,,,0.0,0.0,,other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,,,2007
tt2884444,Cassandra/Elektra,,,,,,,,,,0.0,0.0,Germany,other,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,,,Oct,2010
tt1672625,Plaster Rock,92.0,,,,,,4.3,9.0,0.4,0.0,0.0,,other,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,Apr,2010
tt1688444,Edonism,65.0,,,,,,7.5,8.0,,0.0,0.0,,other,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,,,,2007
tt1586264,Volando con Visconti,53.0,,,,,,,,,0.0,0.0,,other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,Jan,2010
tt2362600,The Travelling Movie Band,98.0,,,,,,,,,0.0,2.5,,other,0.0,0.5,0.5,0.0,2.5,1.0,1.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2.0,0.0,2.0,,,,2007
tt1638321,Ocio,70.0,,,,,,5.6,33.0,0.5599999999999999,0.0,0.0,Argentina,other,0.0,0.0,0.0,0.0,3.5,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,,Nov,2010
tt1595877,High Blue Sky,90.0,,,,,,,,,0.0,0.0,,other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,,,2007
tt1852038,Mtebis Simgera,52.0,,,,,,,,,0.0,0.0,,other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,,,2007
tt1591019,Le dernier week-end,105.0,,,,,,,,,0.0,0.0,France,other,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,,Oct,2011
tt2248957,NorseMedia Presents: We Are Scientists,,,,,,,,,,0.0,0.0,USA,other,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,,,Nov,2010
tt1922625,Imágina,77.0,Unrated,15000,,,,,,,0.0,0.0,,other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,,,Sep,2010
tt1715318,Bang Bang Gameshow!,,,,,,,7.1,10.0,0.64,0.0,0.5,,other,0.0,0.0,0.0,0.5,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,Jul,2010
tt1832963,Final Curtain: Part 12 - Opening Night,,,,,,,,,,0.0,0.0,,other,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,Dec,2010
tt1601929,Where's Henry,79.0,,,,,,,,,0.0,0.0,,other,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,,,2007
tt1867069,Tear the Whole Thing Down,81.0,,10000,,,,,,,0.0,0.0,,other,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,,,Jan,2010
tt1566531,Hakuchou no uta,48.0,,,,,,,,,0.0,0.0,,other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.0,0.0,5.0,,,Dec,2010
tt2050553,King's Queen,,,10000,,,,,,,0.0,0.0,,other,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,,Sep,2010
tt2014395,Welcome to Acting,,,,,,,,,,0.0,0.0,USA,other,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,,2007
tt1849846,Random Unrelated Projects,91.0,,9000,,,,,,,0.0,0.0,,other,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,,,2007
tt3072398,The Sleepmask,57.0,NOT RATED,35000,,,,,,,0.0,0.0,Canada,other,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,,,Apr,2010
tt1670625,Arsenal Season Review 2009/2010,,,,,,,6.6,5.0,0.72,0.0,0.0,UK,other,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,,,Jun,2010
tt1836062,Multi X,,,,,,,,,,0.0,0.0,USA,other,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,Jan,2010
tt2311874,Meshuggah: Alive,90.0,Unrated,,,,,8.1,18.0,0.8099999999999999,0.0,0.0,USA,other,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,Feb,2010
tt1773463,Historia de un director idiota,92.0,,EUR250000,,,,4.0,12.0,0.4,0.0,0.0,,other,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,Mar,2010
tt2109093,Bite Me Back,60.0,,,,,,,,,0.0,0.0,,other,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,,,2007
tt1582565,Ninnu Choosina Kshanana,150.0,,,,,,,,,0.0,0.0,India,other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,,2007
tt1774508,Not-So-Super Girl,,PG,100000,,,,7.7,14.0,0.73,0.0,0.0,,other,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,Nov,2010
tt7145012,Nofozi,84.0,,,,,,6.1,100.0,0.7,0.0,0.0,Iran,other,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,Dec,2010
tt1651085,House of White Spiders,125.0,,30000,,,,5.0,5,0.5,0.0,0.0,USA,other,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,Apr,2010
tt9058168,Documentation - Art Opera,49.0,,EUR12000,,,,,,,0.0,0.0,,other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,,,Sep,2010
tt1720926,Everything Fred Tells Me Is True,84.0,Unrated,,,,,,,,0.0,0.0,,other,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,,2007
tt1606611,Hitoya ni saku hana,,,,,,,,,,0.0,0.0,Japan,other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,Apr,2010
tt2062655,Streetz Keep Callin Me,77.0,,500,,,,,,,0.0,0.0,USA,other,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,,,Sep,2010
tt1326960,Roman's Bride,85.0,,5000,,,,6.4,5.0,,0.0,0.0,USA,other,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,,,2010
tt1717166,Mein Deudshland,86.0,,,,,,,,,0.0,0.0,,other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0.0,0.0,,,Oct,2010
tt1781830,Haunting Pusher 30,49.0,,,,,,,,,0.0,0.0,,other,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,,2010
tt1649406,Sei kazoku - yamatoji,75.0,,,,,,,,,0.0,0.0,Japan,other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,,May,2010
tt1647387,The Body as Montage: A Spectacle of Punishment - A Mediation on Michel Foucault,92.0,,,,,,,,,0.0,0.0,,other,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,,,2007
tt2866404,NME Presents: Wolfmother,82.0,,,,,,,,,0.0,0.0,UK,other,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,Jan,2010
tt4719702,Copa Vidigal,75.0,,,,,,,,,0.0,0.0,,other,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,,2007
tt4767640,Policromía,53.0,,,,,,,,,0.0,0.0,Spain,other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,,Jan,2010
tt2339038,Startupnation: Open For Business With The Sloan Brothers,88.0,Unrated,,,,,,,,0.0,0.0,USA,other,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,Aug,2010
tt2341164,Step-by-Step Bellydance,73.0,Unrated,,,,,,,,0.0,0.0,USA,other,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,Mar,2010
tt2233124,Keeping Fit: Pilates,56.0,Unrated,,,,,,,,0.0,0.0,USA,other,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,Oct,2010
tt1773519,"Kto vy, gospodin Ka?",,,,,,,6.9,9.0,0.5900000000000001,0.0,0.0,,other,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,Jan,2010
tt1659337,The Perks of Being a Wallflower,103.0,PG-13,13000000,228359.0,33384127.0,17742948.0,8.0,430572.0,0.8,0.0,0.5,United Arab Emirates,Summit Entertainment,0.0,2.5,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0.0,0.0,,,Oct,2012
tt1659337,The Perks of Being a Wallflower,103.0,PG-13,13000000,228359.0,33384127.0,17742948.0,8.0,430480.0,0.8,0.0,0.5,United Arab Emirates,Summit Entertainment,0.0,2.5,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0.0,0.0,,,Oct,2012
tt5647814,Manjuarí,80.0,,,,,,,,,0.0,0.0,Dominican Republic,other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,,Apr,2010
tt8159864,"Brakefail, The 4 mechanics",,,INR20000000,,,,,,,0.0,0.0,,other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,Jun,2010
