fid,fname,fruntime,certificate,fbudget,fopening,fcumlative,fGross,fimdb_rating,fimdb_votes,fimd,fdirector,fwriter,flocation,fproduction,fassistant_directors,fcinematographers,fcomposers,feditors,fproducer,fenglish,fmulti_lang,fus,fmulti_country,fcomedy,fadult,fdocumentary,fmystery,fadventure,fbiography,fshort,fnews,fthriller,ffamily,fhistory,fcrime,fhorror,ftalk-show,fwar,fgame-show,freality-tv,fwestern,faction,fmusical,fsport,fmusic,fanimation,fromance,fsci-fi,ffantasy,fdrama,act1,act2,actW,nominated,Won,month,year
tt0323998,Slim Susie,97.0,Not Rated,SEK13800000,,90132.0,,6.9,8730.0,0.6900000000000001,0.0,5.0,Sweden,other,0.0,0.0,0.0,5.0,1.0,1.0,2.0,0.0,1.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,,,Oct,2003
tt0266747,Marci X,84.0,R,20000000,872950.0,1675706.0,1648818.0,2.8,4917.0,0.27999999999999997,0.0,0.5,USA,Paramount Pictures,0.0,0.0,1.0,0.0,0.5,1.0,1.0,1.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.0,0.0,4.0,,,Aug,2003
tt0304328,Levity,100.0,R,7500000,30599.0,723040.0,209695.0,6.4,6069.0,0.64,0.0,1.0,Norway,other,0.0,3.5,0.0,6.0,0.0,1.0,1.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19.0,13.0,32.0,,,Aug,2003
tt0323571,Nemesis Game,92.0,R,3000000,,,,5.5,1979.0,0.5599999999999999,0.0,0.0,USA,other,0.0,0.0,0.0,0.5,0.0,1.0,1.0,0.0,3.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,Sep,2003
tt0378428,Natural City,114.0,R,,,124677.0,,5.7,4246.0,0.5700000000000001,0.0,0.0,South Korea,other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1.0,0.0,1.0,,,Sep,2003
tt6164502,November,115.0,,EUR1450000,3354.0,19084.0,19084,7.2,2887.0,0.72,0.0,0.5,Estonia,other,0.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.0,0.0,0.0,,,Feb,2018
tt0307919,The Actors,91.0,R,,,367742.0,,6.1,1628.0,0.61,0.0,29.0,UK,other,0.0,0.5,8.0,0.0,0.0,1.0,1.0,0.0,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,0.0,8.0,,,May,2003
tt0361037,Tagore,175.0,Unrated,,,5433601.0,,7.7,1965.0,0.78,0.0,0.0,India,other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3.0,0.0,3.0,,,Sep,2003
tt0347278,Jhankaar Beats,143.0,,,,527834.0,,7.2,1841.0,0.72,0.0,0.0,India,other,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,,,Jun,2003
tt0318181,Water's Edge,101.0,R,,,,,5.1,641.0,0.51,0.0,1.0,,other,0.0,0.0,0.5,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,,Jan,2004
tt0377701,Cowboys & Angels,89.0,Not Rated,2000000,,,,6.8,2455.0,0.6900000000000001,0.0,0.0,Ireland,other,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,,Jul,2004
tt0364447,My Wife Is a Gangster 2,110.0,,,,,,6.1,1150.0,0.61,0.0,0.0,South Korea,other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,Sep,2003
tt0324619,Spinning Boris,112.0,R,,,,,6.6,990.0,0.67,0.0,0.0,,other,0.0,1.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0,1.0,3.0,,,Oct,2003
tt0351238,Distant Lights,105.0,,,,804054.0,,7.6,1859.0,0.78,0.0,4.0,Germany,other,0.0,2.5,0.0,0.0,0.5,0.0,3.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,,Jul,2003
tt0387678,Waisa Bhi Hota Hai Part II,137.0,,,,117692.0,,7.3,677.0,0.73,0.0,0.0,India,other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,,Nov,2003
tt0383702,Vishnu,180.0,,INR120000000,,715230.0,,5.4,1030.0,0.8300000000000001,0.0,0.0,India,other,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,,,Oct,2003
tt0375657,Chronic Bachelor,154.0,Not Rated,,,,,6.5,539.0,0.65,0.0,0.0,India,other,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,,Feb,2003
tt0364093,A Talking Picture,96.0,NOT RATED,,5325.0,601815.0,20237,6.6,1845.0,0.67,0.0,11.5,France,other,0.0,1.5,0.0,0.0,1.0,1.0,5.0,0.0,3.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,,Oct,2003
tt0345185,In the City,110.0,,,,550269.0,,6.8,1008.0,0.6799999999999999,0.0,0.0,Spain,other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.0,0.0,1.0,,,Nov,2003
tt0393452,Manassinakkare,152.0,Unrated,,,,,7.4,707.0,0.75,0.0,0.0,India,other,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0,0.0,2.0,,,Dec,2003
tt0314180,Hoodlum & Son,92.0,PG-13,,,,,5.2,124.0,0.55,0.0,0.0,,other,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,,,Nov,2006
tt0334237,Spare Parts,87.0,Unrated,,,,,6.9,585.0,0.6900000000000001,0.0,0.0,Slovenia,other,0.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,1.0,,,Feb,2003
tt0326065,Rhinoceros Eyes,92.0,R,1000000,,,,6.5,657.0,0.65,0.0,2.5,,other,0.0,2.0,0.5,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0.0,0.0,,,Apr,2004
tt0418309,Waiting for the Clouds,90.0,,EUR2000000,,49910.0,,6.7,723.0,0.6799999999999999,0.0,0.0,Turkey,other,0.0,3.5,1.5,0.0,0.0,0.0,2.0,0.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,,Jan,2005
tt0349225,Le coeur des hommes,100.0,Not Rated,,,8755325.0,,6.5,1638.0,0.65,0.0,0.0,France,other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.0,0.0,1.0,,,Apr,2003
tt0307292,An Ordinary Killer,113.0,,350000,,,,4.0,173.0,0.41,0.0,1.0,USA,other,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,,,Nov,2003
tt0361625,Flavors,118.0,,,56000.0,93370.0,93370.0,7.2,423.0,0.72,0.0,0.0,USA,other,0.0,0.0,0.0,1.5,0.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,Jul,2004
tt0338714,Angst,92.0,,,,,,6.6,452.0,0.6799999999999999,0.0,7.0,Germany,other,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.0,0.0,1.0,,,Apr,2003
tt0367091,Starlight Express 3D,,,,,,,8.0,28.0,0.8,0.0,0.0,,other,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0.0,0.0,0.0,,,,
tt0338726,Aquanoids,90.0,R,,,,,2.2,449.0,0.19,0.0,0.0,USA,other,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,Feb,2003
tt0358539,Intentions,96.0,Not Rated,,,,,4.7,198.0,0.49000000000000005,0.0,0.0,,other,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0.0,0.0,,,Mar,2003
tt0440644,Muay thai - Nai khanom tom,123.0,,,,,,5.4,24.0,0.5599999999999999,0.0,0.0,Thailand,other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0.0,0.0,0.0,,,Nov,2003
tt0322082,The Red Knight,109.0,,,,649098.0,,4.5,284.0,0.45,0.0,5.0,Belgium,other,0.0,1.5,0.5,0.0,1.0,0.0,1.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.0,0.0,5.0,,,Aug,2003
tt0400739,Plunge: The Movie,89.0,NOT RATED,,,,,6.1,104.0,0.72,0.0,0.0,,other,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,,,
tt0459220,The Bone Hunter,99.0,Unrated,GBP1800000,,,,3.7,54.0,0.37,0.0,0.0,UK,other,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,,
tt0370294,Apám beájulna,90.0,,HUF285000000,,316523.0,,3.3,710.0,0.32999999999999996,0.0,0.0,Hungary,other,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,,,Dec,2003
tt0382923,Public Domain,77.0,,,,,,2.8,127.0,0.3,0.0,0.0,Canada,other,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,Nov,2003
tt4004766,Jungle Ki Nagin,93.0,Not Rated,,,,,,,,0.0,0.0,India,other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,Jan,2003
tt0330568,Little Erin Merryweather,84.0,R,200000,,,,4.6,565.0,0.51,0.0,0.0,USA,other,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,Sep,2007
tt0380165,Acquaria,103.0,,BRL7000000,,,,3.1,366.0,0.31,0.0,0.0,Brazil,other,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,0.0,0.0,,,Dec,2003
tt0327754,El furgón,96.0,,,,267087.0,,4.3,80.0,0.43,0.0,0.5,Spain,other,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,0.0,1.0,,,Jun,2003
tt0346024,Three Long Years,76.0,,60000,,,,7.9,27.0,0.82,0.0,0.0,USA,other,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,,
tt0375159,Twinni,89.0,,,,50681.0,,7.2,60.0,0.73,0.0,3.5,Austria,other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,Sep,2003
tt2728414,Bhoot Ke Peeche Bhoot,,,,,,,3.0,5.0,0.37,0.0,0.0,India,other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,Jan,2003
tt0286557,Coney Island Baby,93.0,,,,,,5.9,118.0,0.5900000000000001,0.0,0.0,,other,0.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,,Apr,2003
tt1517177,3,119.0,Unrated,,9821.0,2611555.0,59954,6.7,4788.0,0.67,0.0,20.5,Germany,other,0.0,5.5,3.0,2.5,0.0,1.0,2.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2.0,0.0,2.0,,,Dec,2010
tt0318988,Ana and the Others,80.0,Not Rated,,,17337.0,,6.3,316.0,0.64,0.0,0.0,France,other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,,Jan,2006
tt0330252,The Water... the Fire,94.0,,,,52348.0,,5.6,37.0,0.5599999999999999,0.0,5.0,Italy,other,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,,,Sep,2003
tt0365411,Hollywood Buddha,99.0,,,16774.0,72115.0,72115.0,5.0,56.0,0.5,0.0,1.0,,other,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,,Apr,2003
tt0395991,Dei ha tit,108.0,,,,1819104.0,,6.0,393.0,0.6,0.0,0.0,Hong Kong,other,1.0,0.5,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.0,0.0,1.0,,,Dec,2003
tt0369302,B.B. and the Cormorant,89.0,,,,,,5.6,50.0,0.47000000000000003,0.0,0.0,Italy,other,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,1.0,,,May,2003
tt0332151,Below the Line,105.0,,,,,,5.4,113.0,0.65,0.0,0.0,,other,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,1.0,,,Jul,2003
tt0370849,Kings County,75.0,Unrated,,,,,6.1,8.0,0.5599999999999999,0.0,0.0,,other,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,,Jun,2003
tt0368428,Walang kapalit,105.0,,,,,,7.9,12.0,0.79,0.0,3.0,Philippines,other,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0.0,0.0,,,May,2003
tt10749760,A Son,95.0,,,,,,7.8,91.0,0.8,0.0,0.0,,other,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,,Aug,2019
tt0353240,Biola tak berdawai,99.0,,,,,,6.8,90.0,0.6799999999999999,0.0,0.0,Indonesia,other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0.0,0.0,,,Mar,2003
tt2808284,Matir Phul,143.0,,,,,,6.6,32.0,0.63,0.0,0.0,Bangladesh,other,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,,2002
tt0471385,The Naked and the Living Dead,,,,,,,2.5,12.0,0.27,0.0,0.0,,other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,Oct,2003
tt7619600,Yakada Pihatu,178.0,,,,,,7.6,13.0,0.75,0.0,0.0,Sri Lanka,other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,,
tt3387088,Idhi Maa Ashokgaadi Love Story,,,,,,,,,,0.0,0.0,,other,0.0,0.0,0.5,0.0,1.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,,,Jan,2003
tt0393510,Más vampiros en La Habana,80.0,,,,,,6.5,103.0,0.7,0.0,0.5,Mexico,other,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,,,Jun,2006
tt0454179,A Larva to Love,110.0,,,,,,3.4,18.0,0.35,0.0,0.0,Japan,other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,Feb,2004
tt0347458,La légende de Parva,85.0,,,,33860.0,,5.5,32.0,0.58,0.0,3.5,France,other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,1.0,2.0,,,Feb,2003
tt0377364,American Addiction,112.0,,,,,,7.3,9.0,0.5900000000000001,0.0,0.0,,other,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,,Sep,2003
tt0358303,The Tenth Summer,98.0,,,,,,7.1,81.0,0.71,0.0,0.0,Germany,other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,1.0,,,Jul,2004
tt0373151,Mind Forest,61.0,,,,,,7.3,69.0,0.71,0.0,0.0,,other,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,,,Jul,2003
tt1468287,Ae Jugara Krushna Sudama,,,,,,,6.2,9.0,0.62,0.0,0.0,India,other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,1.0,1.0,,,,
tt0361006,Soy tu aventura,110.0,,,,84164.0,,6.5,293.0,0.65,0.0,0.0,Argentina,other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,,,Oct,2003
tt0406110,Sky of Love,91.0,,,,39017.0,,6.5,64.0,0.65,0.0,0.0,Hong Kong,other,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,,,Nov,2003
tt4165070,Ramba O Ramba,,,,,,,,,,0.0,0.0,India,other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,Jan,2003
tt1838544,Gone,94.0,PG-13,,4770360.0,18100189.0,11682205.0,5.9,40030.0,0.5900000000000001,0.0,0.0,Australia,Summit Entertainment,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,0.0,3.0,,,Feb,2012
tt1838544,Gone,94.0,PG-13,,4770360.0,18100189.0,11682205.0,5.9,40030.0,0.5900000000000001,0.0,0.0,Australia,Summit Entertainment,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,0.0,3.0,,,Feb,2012
tt1838544,Gone,94.0,PG-13,,4770360.0,18100189.0,11682205.0,5.9,40026.0,0.5900000000000001,0.0,0.0,Australia,Summit Entertainment,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,0.0,3.0,,,Feb,2012
tt0441232,Dou hap ji yan ding sing tin,88.0,Unrated,,,,,4.8,49.0,0.45999999999999996,0.0,0.0,Hong Kong,other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,Jun,2003
tt6423438,Apaiencias,,,,,6617.0,,,,,0.0,0.0,Taiwan,other,0.0,0.0,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,May,2003
tt5888314,Bou Shashurir Juddho,105.0,,,,,,5.8,10.0,,0.0,0.0,Bangladesh,other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0.0,0.0,,,,
tt0383313,Dissonances,107.0,,,,,,6.2,117.0,0.64,0.0,0.0,France,other,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0,0.0,2.0,,,Feb,2004
tt2438338,Ajimishitai hitozumatachi,60.0,,,,,,,,,0.0,0.0,Japan,other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,Mar,2003
tt0431384,Segment '76,84.0,,,,,,5.2,39.0,0.5,0.0,0.0,Poland,other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,Sep,2003
tt10228168,First Love,108.0,,,21151.0,218329.0,218329,7.2,917.0,0.72,0.0,0.0,USA,other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,,,Sep,2019
tt10228168,First Love,108.0,,,21151.0,218329.0,218329,7.2,918.0,0.72,0.0,0.0,USA,other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,,,Sep,2019
tt0385664,The Dr. Jekyll & Mr. Hyde Rock 'n Roll Musical,91.0,,,,,,6.9,63.0,0.7,0.0,0.0,USA,other,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0,0.0,,,Sep,2003
tt0360734,The Last American,68.0,,7000,,,,8.3,11.0,0.77,0.0,0.0,,other,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,,Jan,2003
