fid,fname,fruntime,fimdb_rating,fimdb_votes,fimd,fdirector,fwriter,fassistant_directors,fcinematographers,fcomposers,feditors,fproducer,fenglish,fmulti_lang,fus,fmulti_country,fmystery,fadventure,ffamily,fromance,fthriller,fwestern,fhistory,fmusical,fdrama,fwar,ffantasy,fcrime,fanimation,fsport,faction,fbiography,fcomedy,fsci-fi,fhorror,fmusic,actW,nominated,Won,month,year,certificate_G,certificate_PG,certificate_PG-13,certificate_R,certificate_Unrated,fproduction_BBC Films,fproduction_Columbia Pictures,fproduction_Dimension Films,fproduction_DreamWorks,fproduction_Fox Searchlight Pictures,fproduction_Lionsgate,fproduction_Millennium Films,fproduction_New Line Cinema,fproduction_Paramount Pictures,fproduction_Screen Gems,fproduction_Summit Entertainment,fproduction_Twentieth Century Fox,fproduction_Universal Pictures,fproduction_Walt Disney Pictures,fproduction_other,fGross_y,fbudget_y,fcumlative_y
tt1355630,If I Stay,107.0,6.7,110041.0,0.67,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,11.0,0.0,0.0,8,2014,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50474843.0,11000000.0,78274843.0
tt1355631,The Infiltrator,127.0,7.0,63260.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,7.0,0.0,0.0,7,2016,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15436808.0,28000000.0,21011110.0
tt1355644,Passengers,116.0,7.0,321264.0,0.7,26.0,0.0,0.0,6.0,10.0,0.0,0.0,1.0,4.0,1.0,2.0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,49.0,2.0,0.0,12,2016,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100014699.0,110000000.0,303144152.0
tt1355644,Passengers,116.0,7.0,321268.0,0.7,26.0,0.0,0.0,6.0,10.0,0.0,0.0,1.0,4.0,1.0,2.0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,49.0,2.0,0.0,12,2016,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100014699.0,110000000.0,303144152.0
tt1355683,Black Mass,123.0,6.9,159004.0,0.6900000000000001,2.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,17.0,0.0,0.0,9,2015,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,62575678.0,53000000.0,99775678.0
tt1356864,I'm Still Here,108.0,6.2,19424.0,0.62,2.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,7.0,0.0,0.0,9,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,408983.0,65397555.0,568963.0
tt1360875,Katalin Varga,82.0,7.0,2296.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,10,2009,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,241282585.3,2898764.2,28399.0
tt1361843,Van Diemen's Land,104.0,6.0,2950.0,0.6,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,9,2009,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,352596290.8,8006909.3,34648.0
tt1362058,Cockneys vs Zombies,88.0,5.9,17723.0,0.5900000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0.0,0.0,0.0,8,2013,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,327757935.3,74362514.4,107348.0
tt1362058,Cockneys vs Zombies,88.0,5.9,17743.0,0.5900000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0.0,0.0,0.0,8,2013,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,327757935.3,74362514.4,107348.0
tt1364478,Casanegra,131.0,7.1,673.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,5,2009,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,235095257.3,1337640.0,89932.0
tt1365050,Beasts of No Nation,137.0,7.7,66362.0,0.77,15.0,15.0,0.0,15.0,6.0,0.0,0.0,1.0,2.0,1.0,1.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,10,2015,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90777.0,6000000.0,90777.0
tt1365451,Drama,80.0,5.0,583.0,0.5,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,10,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,248768861.5,243933.8,36903.0
tt1365483,Main Street,92.0,4.7,2428.0,0.47,2.0,8.0,0.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,22.0,0.0,0.0,7,2012,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2560.0,10000000.0,26011.0
tt1366338,Lowriders,98.0,5.7,2019.0,0.5700000000000001,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5.0,0.0,0.0,5,2017,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6303560.0,5000000.0,6312033.0
tt1366344,The Sitter,81.0,5.7,66205.0,0.5700000000000001,4.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,12,2011,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,30441326.0,25000000.0,34942188.0
tt1366365,The Cold Light of Day,93.0,4.9,33461.0,0.4900000000000001,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,9,2012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3763583.0,20000000.0,16863583.0
tt1366409,Miral,112.0,6.2,3092.0,0.62,19.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,3.0,1.0,5.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5.0,0.0,0.0,9,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,373420.0,2617715.5,900647.0
tt1368116,Merantau,134.0,6.7,9595.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,11,2009,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,242039221.1,2536768.7,154660.0
tt1368440,Branded,106.0,4.7,8581.0,0.47,0.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,2.0,1.0,2.0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,9,2012,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,353513.0,13955094.9,3754070.0
tt1369706,The Ward,89.0,5.6,38863.0,0.5599999999999999,8.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0,7,2011,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,293072779.2,10000000.0,52965.0
tt1371111,Cloud Atlas,172.0,7.4,331258.0,0.74,15.0,1.0,0.0,5.0,2.0,0.0,0.0,1.0,3.0,1.0,5.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,43.0,0.0,0.0,10,2012,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27108272.0,102000000.0,130482868.0
tt1371150,This Is Where I Leave You,103.0,6.6,66640.0,0.6599999999999999,3.0,0.0,0.0,1.0,10.0,0.0,0.0,1.0,2.0,1.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,7.0,0.0,0.0,9,2014,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34296320.0,19800000.0,41296320.0
tt1371155,Made in Dagenham,113.0,7.2,13348.0,0.72,0.0,1.0,0.0,2.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,8.0,0.0,0.0,9,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1095369.0,7200000.0,12395087.0
tt1372686,Coriolanus,123.0,6.1,29971.0,0.61,8.0,1.0,0.0,10.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,10.0,0.0,0.0,1,2012,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,757195.0,83949241.3,1072602.0
tt1373156,Karthik Calling Karthik,135.0,7.0,9491.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,2010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,286409.0,3043600.3,293499.0
tt1373215,Recep Ivedik 2,107.0,4.2,17497.0,0.43,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,2,2009,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,302338608.5,58654996.3,27699692.0
tt1373406,Snowmen,86.0,6.1,600.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,11,2010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,54805.0,10409469.8,54805.0
tt1373453,Il lupo,89.0,5.0,26.0,0.4900000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3,2007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,235095257.3,26640.5,30033.0
tt1374989,Pride and Prejudice and Zombies,108.0,5.8,47745.0,0.58,2.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,3.0,1.0,2.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,8.0,0.0,0.0,2,2016,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10938134.0,28000000.0,16405171.0
tt1374992,Upside Down,109.0,6.4,67198.0,0.64,9.0,9.0,0.0,5.0,3.0,2.0,0.0,1.0,1.0,0.0,2.0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,10.0,0.0,0.0,5,2013,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,105095.0,60000000.0,8106475.0
tt1375666,Inception,148.0,8.8,1895959.0,0.8800000000000001,23.0,23.0,0.0,2.0,9.0,2.0,0.0,1.0,3.0,1.0,2.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,12.0,8.0,1.0,7,2010,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,292576195.0,160000000.0,829895144.0
tt1375670,Grown Ups,102.0,5.9,215421.0,0.5900000000000001,0.0,6.0,0.0,2.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.0,0.0,0.0,6,2010,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,162001186.0,80000000.0,271430189.0
tt1375789,Race 2,150.0,5.3,14353.0,0.53,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,7.0,0.0,0.0,1,2013,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1579940.0,43625632.2,3164441.0
tt1376213,The Adventurer: The Curse of the Midas Box,100.0,5.4,5438.0,0.54,0.0,4.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.0,0.0,0.0,12,2013,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6399.0,25000000.0,128471.0
tt1376717,Play,118.0,7.1,4328.0,0.71,15.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,11,2011,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,251332549.6,20664505.2,103990.0
tt1381404,The Company You Keep,125.0,6.4,30178.0,0.64,13.0,2.0,0.0,1.0,1.0,2.0,7.0,1.0,1.0,1.0,2.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13.0,0.0,0.0,4,2013,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5133027.0,2000000.0,19633027.0
tt1381505,Father of Invention,93.0,5.8,8036.0,0.58,2.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,32.0,0.0,0.0,11,2011,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,324926732.3,37863408.2,97778.0
tt1382725,La Rafle,115.0,7.0,7837.0,0.71,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,3,2010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,212543.0,22294000.0,25346148.0
tt1382725,La Rafle,115.0,7.0,7846.0,0.71,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,3,2010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,212543.0,22294000.0,25346148.0
tt1385824,13B: Fear Has a New Address,138.0,7.2,4950.0,0.72,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,2.0,0.0,1.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1.0,0.0,0.0,3,2009,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,36594.0,10272084.7,2482072.0
tt1385826,The Adjustment Bureau,106.0,7.0,231760.0,0.7,0.0,0.0,0.0,8.0,3.0,2.0,0.0,1.0,1.0,1.0,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12.0,0.0,0.0,3,2011,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,62495645.0,50200000.0,127869379.0
tt1385867,Cop Out,107.0,5.6,82618.0,0.5599999999999999,9.0,0.0,0.0,0.0,2.0,9.0,0.0,1.0,2.0,1.0,1.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,8.0,0.0,0.0,2,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44875481.0,30000000.0,55583804.0
tt1385912,I Can Do Bad All by Myself,113.0,4.4,9290.0,0.4400000000000001,2.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6.0,0.0,0.0,9,2009,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,51733921.0,13000000.0,51733921.0
tt1386588,The Other Guys,107.0,6.6,226750.0,0.6599999999999999,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0.0,0.0,0.0,8,2010,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,119219978.0,100000000.0,170432927.0
tt1386697,Suicide Squad,123.0,6.0,554919.0,0.6,0.0,0.0,0.0,1.0,11.0,0.0,0.0,1.0,3.0,1.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,12.0,1.0,1.0,8,2016,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,325100054.0,175000000.0,746846894.0
tt1386703,Total Recall,118.0,6.3,231774.0,0.63,0.0,0.0,0.0,5.0,4.0,0.0,0.0,1.0,2.0,1.0,2.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,6.0,0.0,0.0,8,2012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,58877969.0,125000000.0,198467168.0
tt1386925,The Dead,105.0,5.8,8514.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0.0,0.0,0.0,10,2011,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,155982422.2,773650.2,4891.0
tt1389072,Downsizing,135.0,5.7,83720.0,0.5700000000000001,32.0,32.0,1.0,6.0,2.0,0.0,0.0,1.0,7.0,1.0,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,12.0,0.0,0.0,12,2017,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24449754.0,68000000.0,55003890.0
tt1389096,Stand Up Guys,95.0,6.5,51143.0,0.65,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,36.0,0.0,0.0,2,2013,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3310031.0,15000000.0,5072654.0
tt1389127,Texas Killing Fields,105.0,5.7,17720.0,0.5700000000000001,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,5.0,0.0,0.0,10,2011,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45469.0,44616228.9,957240.0
tt1389137,We Bought a Zoo,124.0,7.1,128784.0,0.71,17.0,1.0,0.0,5.0,0.0,0.0,17.0,1.0,2.0,1.0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,22.0,0.0,0.0,12,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,75624550.0,50000000.0,120081841.0
tt1389139,When the Bough Breaks,107.0,5.1,5085.0,0.51,3.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,3.0,0.0,0.0,9,2016,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,29747603.0,10000000.0,30658387.0
tt1390398,"Bless Me, Ultima",106.0,6.4,1259.0,0.64,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,2.0,1.0,1.0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,9,2012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1561962.0,12462803.1,1561962.0
tt1390411,In the Heart of the Sea,122.0,6.9,111660.0,0.6900000000000001,0.0,0.0,0.0,17.0,2.0,4.0,0.0,1.0,1.0,1.0,3.0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,2.0,0.0,0.0,12,2015,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25020758.0,100000000.0,93920758.0
tt1390535,The Final,93.0,5.4,10105.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,2,2013,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,241282585.3,1000000.0,28491.0
tt1391034,And Soon the Darkness,91.0,5.2,15703.0,0.52,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0,2,2011,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,259493888.1,40005714.6,177182.0
tt1391116,Resistance,92.0,4.9,1521.0,0.4900000000000001,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,11.0,0.0,0.0,11,2011,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,315853502.5,3685470.2,68548.0
tt1391137,Why Did I Get Married Too?,121.0,4.6,8778.0,0.46,4.0,4.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4.0,0.0,0.0,4,2010,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,60095852.0,20000000.0,60673972.0
tt1392170,The Hunger Games,142.0,7.2,806891.0,0.72,3.0,3.0,0.0,2.0,7.0,0.0,0.0,1.0,1.0,1.0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,12.0,0.0,0.0,3,2012,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,408010692.0,78000000.0,694394724.0
tt1392190,Mad Max: Fury Road,120.0,8.1,806757.0,0.8099999999999999,6.0,6.0,0.0,5.0,0.0,0.0,1.0,1.0,2.0,1.0,3.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,26.0,10.0,1.0,5,2015,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154058340.0,150000000.0,375209362.0
tt1392197,Marmaduke,87.0,4.2,13567.0,0.42,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.0,0.0,0.0,6,2010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,33644788.0,50000000.0,83761844.0
tt1392197,Marmaduke,87.0,4.2,13590.0,0.42,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.0,0.0,0.0,6,2010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,33644788.0,50000000.0,83761844.0
tt1392214,Prisoners,153.0,8.1,544368.0,0.8099999999999999,29.0,0.0,0.0,5.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,15.0,1.0,0.0,9,2013,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,61002302.0,46000000.0,122126687.0
tt1396218,Mr. Popper's Penguins,94.0,6.0,82345.0,0.6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,12.0,0.0,0.0,6,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,68224452.0,55000000.0,187361754.0
tt1396221,Passion Play,94.0,4.6,7127.0,0.48,0.0,0.0,0.0,25.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,29.0,0.0,0.0,9,2007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3669.0,8000000.0,25603.0
tt1396484,It,135.0,7.3,410073.0,0.73,6.0,0.0,1.0,3.0,0.0,4.0,0.0,1.0,1.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.0,0.0,0.0,9,2017,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,327481748.0,35000000.0,700449318.0
tt1396484,It,135.0,7.3,410111.0,0.73,6.0,0.0,1.0,3.0,0.0,4.0,0.0,1.0,1.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.0,0.0,0.0,9,2017,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,327481748.0,35000000.0,700449318.0
tt1396523,Revenge of the Green Dragons,94.0,5.3,3539.0,0.53,5.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0.0,0.0,0.0,9,2014,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,272291438.5,5000000.0,107412.0
tt1397280,Taken 2,92.0,6.2,277544.0,0.62,0.0,16.0,0.0,0.0,0.0,0.0,16.0,1.0,3.0,1.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12.0,0.0,0.0,10,2012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,139854287.0,45000000.0,376141306.0
